Date,Temp_avg,Relative_Humidity,Wind_kmh,Precipitation_mm,Week_Number,Year
2012-01-08,29.114285714285717,76.62857142857142,4.571428571428571,1.4,1,2012
2012-01-15,27.842857142857145,83.84285714285714,4.714285714285714,73.5,2,2012
2012-01-22,28.385714285714283,81.95714285714287,7.057142857142857,50.400000000000006,3,2012
2012-01-29,27.87142857142857,82.57142857142857,5.6571428571428575,88.10000000000001,4,2012
2012-02-05,28.271428571428572,81.58571428571429,5.8,19.4,5,2012
2012-02-12,28.685714285714287,78.45714285714287,5.171428571428572,46.699999999999996,6,2012
2012-02-19,27.842857142857145,84.6,5.885714285714286,83.55,7,2012
2012-02-26,28.0,85.05714285714285,4.957142857142857,220.69285714285712,8,2012
2012-03-04,27.5,86.58571428571429,5.885714285714286,112.85714285714283,9,2012
2012-03-11,28.314285714285713,82.28571428571429,7.028571428571429,38.60000000000001,10,2012
2012-03-18,27.557142857142857,86.02857142857144,4.957142857142857,66.15,11,2012
2012-03-25,29.342857142857145,80.48571428571428,7.042857142857143,0.0,12,2012
2012-04-01,27.900000000000002,86.01428571428572,6.142857142857143,42.300000000000004,13,2012
2012-04-08,28.357142857142858,85.62857142857142,5.285714285714286,11.3,14,2012
2012-04-15,28.3,85.92857142857143,6.585714285714286,42.6,15,2012
2012-04-22,28.357142857142858,87.38571428571429,5.828571428571428,15.200000000000001,16,2012
2012-04-29,29.5,82.71428571428571,7.714285714285714,0.6,17,2012
2012-05-06,29.271428571428572,81.51428571428572,7.642857142857143,0.8,18,2012
2012-05-13,28.914285714285715,83.25714285714285,4.8,0.0,19,2012
2012-05-20,29.942857142857143,77.85714285714286,8.071428571428571,3.4,20,2012
2012-05-27,28.6,80.97142857142856,5.614285714285714,2.0,21,2012
2012-06-03,29.37142857142857,77.31428571428572,7.442857142857143,34.2,22,2012
2012-06-10,29.885714285714283,76.94285714285715,7.271428571428571,4.6000000000000005,23,2012
2012-06-17,29.771428571428572,75.67142857142858,6.871428571428572,0.4,24,2012
2012-06-24,29.157142857142855,74.65714285714286,7.2,6.199999999999999,25,2012
2012-07-01,28.47142857142857,78.52857142857144,6.4,0.0,26,2012
2012-07-08,27.957142857142856,79.60000000000001,6.8428571428571425,15.899999999999999,27,2012
2012-07-15,28.342857142857145,79.3,7.714285714285714,6.0,28,2012
2012-07-22,27.3,85.3,6.257142857142857,12.600000000000001,29,2012
2012-07-29,29.17142857142857,74.82857142857142,7.271428571428571,0.0,30,2012
2012-08-05,28.67142857142857,78.5,6.585714285714286,4.6,31,2012
2012-08-12,29.157142857142855,74.15714285714286,8.214285714285714,0.0,32,2012
2012-08-19,28.32857142857143,82.75714285714285,5.857142857142857,3.8,33,2012
2012-08-26,27.271428571428572,85.57142857142857,5.785714285714286,30.0,34,2012
2012-09-02,28.5,81.38571428571429,6.414285714285714,46.6,35,2012
2012-09-09,28.342857142857145,81.21428571428571,5.985714285714286,8.6,36,2012
2012-09-16,27.842857142857145,80.55714285714285,5.957142857142857,90.60000000000001,37,2012
2012-09-23,28.157142857142855,80.68571428571428,5.442857142857143,45.3,38,2012
2012-09-30,28.37142857142857,78.94285714285715,5.8999999999999995,12.8,39,2012
2012-10-07,28.87142857142857,78.92857142857143,8.785714285714286,7.6,40,2012
2012-10-14,27.557142857142857,85.14285714285714,5.757142857142857,19.0,41,2012
2012-10-21,27.157142857142855,86.91428571428571,4.771428571428571,88.4,42,2012
2012-10-28,27.785714285714285,83.7,5.285714285714286,8.6,43,2012
2012-11-04,26.95714285714286,89.10000000000001,3.8285714285714287,15.8,44,2012
2012-11-11,26.585714285714285,89.67142857142858,4.6000000000000005,36.1,45,2012
2012-11-18,28.17142857142857,84.45714285714287,4.614285714285714,26.0,46,2012
2012-11-25,27.571428571428573,85.85714285714286,5.914285714285714,13.6,47,2012
2012-12-02,27.32857142857143,87.45714285714287,5.128571428571428,13.58,48,2012
2012-12-09,26.685714285714287,89.42857142857143,4.5285714285714285,16.419999999999998,49,2012
2012-12-16,26.514285714285712,89.88571428571429,4.3,62.6,50,2012
2012-12-23,26.314285714285713,89.14285714285714,4.085714285714286,5.2,51,2012
2012-12-30,27.142857142857142,84.87142857142858,4.0285714285714285,129.89999999999998,52,2012
2013-01-06,27.457142857142856,83.0,5.421428571428572,2.2,53,2013
2013-01-13,28.099999999999998,80.7,7.442857142857143,1.0,54,2013
2013-01-20,27.385714285714283,80.64285714285714,3.957142857142857,38.0,55,2013
2013-01-27,27.057142857142857,84.22857142857143,4.328571428571428,87.6,56,2013
2013-02-03,28.228571428571428,74.95714285714287,4.914285714285714,48.6,57,2013
2013-02-10,26.785714285714285,85.24285714285713,4.0285714285714285,61.9,58,2013
2013-02-17,27.12857142857143,84.15714285714286,4.957142857142856,6.1,59,2013
2013-02-24,26.37142857142857,88.04285714285713,4.414285714285714,3.5000000000000004,60,2013
2013-03-03,27.885714285714283,84.95714285714287,4.742857142857143,2.0,61,2013
2013-03-10,28.314285714285713,81.04285714285713,5.171428571428572,4.3,62,2013
2013-03-17,27.87142857142857,84.75714285714285,4.671428571428572,2.0,63,2013
2013-03-24,28.24285714285714,85.64285714285714,5.6571428571428575,11.36,64,2013
2013-03-31,28.37142857142857,87.08571428571429,5.057142857142857,36.839999999999996,65,2013
2013-04-07,28.414285714285715,86.27142857142857,6.457142857142857,44.1,66,2013
2013-04-14,28.24285714285714,84.58571428571429,6.714285714285714,6.1,67,2013
2013-04-21,29.414285714285715,80.68571428571428,6.528571428571429,0.6,68,2013
2013-04-28,27.485714285714288,87.10000000000001,5.1571428571428575,4.8,69,2013
2013-05-05,27.771428571428572,87.75714285714285,5.042857142857143,60.199999999999996,70,2013
2013-05-12,28.842857142857145,82.65714285714286,6.814285714285715,144.6,71,2013
2013-05-19,29.400000000000002,79.88571428571429,5.942857142857143,9.4,72,2013
2013-05-26,28.885714285714283,78.82857142857142,7.442857142857143,31.099999999999998,73,2013
2013-06-02,28.74285714285714,78.10000000000001,7.771428571428572,10.6,74,2013
2013-06-09,28.87142857142857,79.42857142857143,7.242857142857143,2.4,75,2013
2013-06-16,29.214285714285715,76.21428571428571,6.542857142857143,5.8,76,2013
2013-06-23,29.657142857142855,71.51428571428572,5.814285714285715,0.0,77,2013
2013-06-30,28.714285714285715,76.77142857142857,7.685714285714285,0.0,78,2013
2013-07-07,28.085714285714285,78.77142857142857,6.585714285714286,5.0,79,2013
2013-07-14,27.557142857142857,81.65714285714286,7.042857142857143,36.2,80,2013
2013-07-21,27.5,81.24285714285715,5.914285714285714,44.4,81,2013
2013-07-28,27.928571428571427,77.05714285714285,5.142857142857143,0.4,82,2013
2013-08-04,28.685714285714287,76.89999999999999,5.828571428571428,1.2,83,2013
2013-08-11,28.900000000000002,74.72857142857143,7.457142857142857,0.0,84,2013
2013-08-18,28.728571428571428,75.24285714285715,7.0857142857142845,22.5,85,2013
2013-08-25,27.400000000000002,80.01428571428572,6.642857142857143,87.19999999999999,86,2013
2013-09-01,27.357142857142858,83.35714285714286,6.242857142857143,23.066666666666666,87,2013
2013-09-08,26.17142857142857,87.67142857142858,6.257142857142857,162.63333333333333,88,2013
2013-09-15,26.457142857142856,84.95714285714287,6.3428571428571425,10.6,89,2013
2013-09-22,28.157142857142855,77.22857142857143,5.7,0.0,90,2013
2013-09-29,28.7,75.78571428571429,6.728571428571429,27.2,91,2013
2013-10-06,28.099999999999998,78.02857142857144,8.0,38.9,92,2013
2013-10-13,27.87142857142857,78.87142857142858,7.442857142857143,0.6000000000000001,93,2013
2013-10-20,27.485714285714288,81.64285714285714,8.5,1.0,94,2013
2013-10-27,27.32857142857143,81.92857142857143,6.728571428571429,21.8,95,2013
2013-11-03,26.771428571428572,85.88571428571429,4.585714285714286,33.300000000000004,96,2013
2013-11-10,26.87142857142857,86.42857142857143,5.357142857142857,106.0,97,2013
2013-11-17,26.87142857142857,85.39999999999999,5.3,30.8,98,2013
2013-11-24,26.82857142857143,85.32857142857142,5.414285714285714,8.9,99,2013
2013-12-01,27.728571428571428,83.94285714285715,5.371428571428572,20.7,100,2013
2013-12-08,26.185714285714287,90.84285714285714,4.785714285714286,29.4,101,2013
2013-12-15,27.12857142857143,85.8,4.685714285714285,1.2,102,2013
2013-12-22,27.67142857142857,82.64285714285714,6.742857142857143,20.599999999999998,103,2013
2013-12-29,27.0,83.74285714285715,5.014285714285714,15.1,104,2013
2014-01-05,26.435714285714287,85.12142857142858,5.1499999999999995,45.9,105,2014
2014-01-12,26.52857142857143,83.97142857142856,5.6,28.7,106,2014
2014-01-19,26.157142857142855,78.98571428571428,3.6714285714285717,36.0,107,2014
2014-01-26,26.47142857142857,72.1,4.128571428571428,0.0,108,2014
2014-02-02,26.87142857142857,71.01428571428572,5.028571428571429,0.0,109,2014
2014-02-09,27.857142857142858,71.75714285714285,8.314285714285715,0.0,110,2014
2014-02-16,28.457142857142856,72.12857142857142,6.6000000000000005,0.0,111,2014
2014-02-23,28.985714285714288,68.75714285714285,5.7,0.0,112,2014
2014-03-02,28.985714285714288,65.68571428571428,5.614285714285714,0.2,113,2014
2014-03-09,28.814285714285713,71.62857142857142,5.671428571428572,14.2,114,2014
2014-03-16,29.057142857142857,68.84285714285714,6.0,4.0,115,2014
2014-03-23,27.228571428571428,82.52857142857144,5.2,61.9,116,2014
2014-03-30,28.857142857142858,74.54285714285713,5.528571428571429,0.4,117,2014
2014-04-06,27.642857142857142,83.2,5.185714285714285,67.0,118,2014
2014-04-13,27.771428571428572,80.60000000000001,6.214285714285714,92.0,119,2014
2014-04-20,28.142857142857142,79.5,6.4,9.366666666666667,120,2014
2014-04-27,27.37142857142857,84.18571428571428,4.457142857142857,183.73333333333332,121,2014
2014-05-04,28.014285714285712,82.81428571428572,5.142857142857143,4.18,122,2014
2014-05-11,27.885714285714283,83.02857142857144,5.128571428571428,7.0200000000000005,123,2014
2014-05-18,28.2,82.04285714285713,5.071428571428571,77.8,124,2014
2014-05-25,27.557142857142857,82.60000000000001,5.514285714285714,1.7999999999999998,125,2014
2014-06-01,28.228571428571428,81.95714285714287,5.2,30.8,126,2014
2014-06-08,28.785714285714285,77.88571428571429,7.571428571428571,0.2,127,2014
2014-06-15,30.428571428571427,71.9,6.3,8.7,128,2014
2014-06-22,30.514285714285712,66.54285714285714,6.728571428571429,0.0,129,2014
2014-06-29,29.957142857142856,70.44285714285715,6.185714285714285,0.4,130,2014
2014-07-06,29.12857142857143,73.44285714285715,6.885714285714286,5.4,131,2014
2014-07-13,29.2,73.91428571428571,5.8999999999999995,32.400000000000006,132,2014
2014-07-20,29.771428571428572,67.52857142857142,6.128571428571428,0.0,133,2014
2014-07-27,29.985714285714288,65.12857142857143,7.557142857142857,2.4,134,2014
2014-08-03,28.814285714285713,74.39999999999999,6.371428571428572,0.0,135,2014
2014-08-10,28.75714285714286,71.32857142857142,8.671428571428573,3.6,136,2014
2014-08-17,27.042857142857144,81.7,6.828571428571428,9.799999999999999,137,2014
2014-08-24,28.014285714285712,76.89999999999999,6.457142857142856,19.1,138,2014
2014-08-31,27.357142857142858,79.15714285714286,6.228571428571429,31.099999999999998,139,2014
2014-09-07,28.0,76.0,6.8,1.3,140,2014
2014-09-14,28.157142857142855,75.87142857142858,6.571428571428571,33.900000000000006,141,2014
2014-09-21,28.014285714285712,78.37142857142858,6.185714285714285,22.2,142,2014
2014-09-28,27.414285714285715,80.35714285714286,6.142857142857143,11.7,143,2014
2014-10-05,27.085714285714285,82.3,5.885714285714286,3.8,144,2014
2014-10-12,28.74285714285714,71.97142857142856,6.028571428571429,1.2,145,2014
2014-10-19,27.428571428571427,82.54285714285713,5.542857142857143,48.7,146,2014
2014-10-26,27.085714285714285,83.0,5.485714285714286,38.2,147,2014
2014-11-02,27.099999999999998,85.37142857142858,4.714285714285714,2.0,148,2014
2014-11-09,27.599999999999998,79.95714285714287,5.6000000000000005,24.1,149,2014
2014-11-16,26.914285714285715,84.27142857142857,4.971428571428571,86.85,150,2014
2014-11-23,27.599999999999998,82.22857142857143,5.3428571428571425,29.300000000000004,151,2014
2014-11-30,27.114285714285717,85.95714285714287,5.057142857142857,29.2,152,2014
2014-12-07,27.3,85.34285714285714,4.557142857142857,20.0,153,2014
2014-12-14,27.142857142857142,83.61428571428571,5.357142857142857,27.5,154,2014
2014-12-21,27.25714285714286,84.47142857142856,4.6000000000000005,5.7,155,2014
2014-12-28,26.357142857142858,89.07142857142857,4.271428571428571,101.7,156,2014
2015-01-04,26.235714285714288,84.09285714285714,4.3,24.6,157,2015
2015-01-11,27.042857142857144,81.88571428571429,4.857142857142857,57.4,158,2015
2015-01-18,28.17142857142857,71.78571428571429,4.785714285714286,16.0,159,2015
2015-01-25,27.25714285714286,75.98571428571428,4.557142857142857,26.7,160,2015
2015-02-01,27.557142857142857,79.48571428571428,4.271428571428571,10.9,161,2015
2015-02-08,27.857142857142858,69.41428571428571,4.814285714285714,45.199999999999996,162,2015
2015-02-15,28.228571428571428,70.07142857142857,5.514285714285714,0.4,163,2015
2015-02-22,28.357142857142858,73.22857142857143,5.542857142857143,38.6,164,2015
2015-03-01,28.5,78.05714285714285,5.328571428571428,126.6,165,2015
2015-03-08,27.900000000000002,79.10000000000001,5.985714285714286,1.4000000000000001,166,2015
2015-03-15,27.857142857142858,78.04285714285716,5.228571428571429,97.2,167,2015
2015-03-22,29.071428571428573,77.28571428571429,6.314285714285715,0.8999999999999999,168,2015
2015-03-29,28.400000000000002,79.8142857142857,5.1571428571428575,35.7,169,2015
2015-04-05,27.74285714285714,83.54285714285713,6.285714285714286,62.599999999999994,170,2015
2015-04-12,28.557142857142857,79.75714285714285,5.3,80.93333333333334,171,2015
2015-04-19,29.099999999999998,67.92857142857143,5.228571428571429,61.366666666666674,172,2015
2015-04-26,28.87142857142857,71.38571428571429,5.914285714285714,14.4,173,2015
2015-05-03,28.599999999999998,78.75714285714285,5.557142857142857,25.5,174,2015
2015-05-10,29.24285714285714,78.35714285714286,5.571428571428571,2.7,175,2015
2015-05-17,28.985714285714288,79.39999999999999,5.3428571428571425,28.35,176,2015
2015-05-24,28.25714285714286,81.42857142857143,5.314285714285715,4.1000000000000005,177,2015
2015-05-31,28.8,77.81428571428572,6.042857142857143,44.0,178,2015
2015-06-07,28.0,82.08571428571429,5.585714285714286,4.6,179,2015
2015-06-14,27.657142857142855,83.38571428571429,6.671428571428572,81.5,180,2015
2015-06-21,28.571428571428573,77.92857142857143,5.442857142857143,14.399999999999999,181,2015
2015-06-28,29.985714285714288,73.95714285714287,6.557142857142857,2.2,182,2015
2015-07-05,29.085714285714285,76.92857142857143,6.442857142857143,9.4,183,2015
2015-07-12,29.5,76.11428571428571,5.685714285714285,20.2,184,2015
2015-07-19,29.214285714285715,79.02857142857144,7.171428571428572,25.999999999999996,185,2015
2015-07-26,28.5,78.67142857142858,6.642857142857143,9.5,186,2015
2015-08-02,27.542857142857144,81.98571428571428,6.128571428571428,26.900000000000002,187,2015
2015-08-09,27.7,82.89999999999999,6.557142857142857,29.2,188,2015
2015-08-16,28.514285714285712,81.12857142857142,7.385714285714286,0.6000000000000001,189,2015
2015-08-23,28.37142857142857,80.98571428571428,6.871428571428572,34.3,190,2015
2015-08-30,28.885714285714283,77.5,7.1571428571428575,0.2,191,2015
2015-09-06,28.642857142857142,78.97142857142856,7.1000000000000005,43.1,192,2015
2015-09-13,28.02857142857143,81.39999999999999,6.771428571428572,7.6000000000000005,193,2015
2015-09-20,28.400000000000002,78.8,5.528571428571429,29.6,194,2015
2015-09-27,27.842857142857145,79.58571428571429,5.757142857142857,114.60000000000001,195,2015
2015-10-04,27.385714285714283,83.5,4.5285714285714285,5.4,196,2015
2015-10-11,28.02857142857143,81.15714285714286,5.685714285714285,0.0,197,2015
2015-10-18,27.3,83.91428571428571,4.571428571428571,12.600000000000001,198,2015
2015-10-25,28.428571428571427,80.75714285714285,4.7,1.5,199,2015
2015-11-01,27.142857142857142,82.72857142857143,5.0,103.26666666666667,200,2015
2015-11-08,27.014285714285712,86.42857142857143,5.671428571428572,3.9333333333333336,201,2015
2015-11-15,27.114285714285717,87.15714285714286,4.7,4.4,202,2015
2015-11-22,26.671428571428574,88.54285714285713,5.128571428571428,29.0,203,2015
2015-11-29,26.885714285714283,87.01428571428572,3.814285714285714,8.6,204,2015
2015-12-06,26.885714285714283,85.62857142857142,3.814285714285714,35.5,205,2015
2015-12-13,26.814285714285713,85.28571428571429,4.728571428571429,133.35,206,2015
2015-12-20,26.585714285714285,82.88571428571427,5.514285714285714,21.15,207,2015
2015-12-27,28.0,78.34285714285714,5.8,8.100000000000001,208,2015
2016-01-03,27.607142857142858,76.43571428571428,4.328571428571428,7.6,209,2016
2016-01-10,28.057142857142857,80.39999999999999,4.6000000000000005,10.5,210,2016
2016-01-17,27.87142857142857,81.34285714285714,4.585714285714286,71.8,211,2016
2016-01-24,27.657142857142855,80.51428571428572,5.614285714285714,14.8,212,2016
2016-01-31,28.857142857142858,73.52857142857144,5.957142857142857,0.0,213,2016
2016-02-07,27.62857142857143,82.24285714285715,4.585714285714286,21.9,214,2016
2016-02-14,28.657142857142855,73.15714285714286,4.985714285714286,0.0,215,2016
2016-02-21,27.82857142857143,75.7,4.6000000000000005,6.8,216,2016
2016-02-28,28.52857142857143,69.27142857142857,5.8,2.1,217,2016
2016-03-06,28.957142857142856,74.04285714285713,4.8428571428571425,16.4,218,2016
2016-03-13,29.2,77.14285714285714,5.228571428571429,76.2,219,2016
2016-03-20,29.014285714285712,79.3,4.2,32.39999999999999,220,2016
2016-03-27,29.37142857142857,74.77142857142857,6.457142857142857,12.4,221,2016
2016-04-03,29.52857142857143,68.94285714285715,5.1000000000000005,16.4,222,2016
2016-04-10,29.428571428571427,76.51428571428572,4.742857142857143,1.4,223,2016
2016-04-17,30.314285714285713,74.25714285714285,8.22857142857143,3.4,224,2016
2016-04-24,30.02857142857143,75.14285714285714,5.457142857142856,59.4,225,2016
2016-05-01,28.32857142857143,83.61428571428571,4.5,179.8,226,2016
2016-05-08,28.314285714285713,83.88571428571429,3.8000000000000003,9.8,227,2016
2016-05-15,28.228571428571428,84.22857142857143,4.742857142857143,4.066666666666666,228,2016
2016-05-22,28.914285714285715,80.3,6.128571428571428,14.733333333333334,229,2016
2016-05-29,29.25714285714286,78.88571428571429,5.285714285714286,3.6,230,2016
2016-06-05,28.900000000000002,77.2,5.757142857142857,1.7999999999999998,231,2016
2016-06-12,29.285714285714285,76.71428571428571,6.514285714285714,19.0,232,2016
